ID,Automated,Regression,Section,Section Depth
C39597, No, Regular Regression,C-AR - Supplier Document Detail Page,2
C39598, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39599, No, Regular Regression,C-AR - Supplier Document Detail Page,2
C39600, No, Regular Regression,C-AR - Supplier Document Detail Page,2
C39601, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39602, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39603, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39604, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39605, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39606, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39607, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39608, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39609, No, Regular Regression,C-AR - Supplier Document Detail Page,2
C39610, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39611, No, Regular Regression,C-AR - Supplier Document Detail Page,2
C39612, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39613, No, Regular Regression,C-AR - Supplier Document Detail Page,2
C39614, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39615, No, Regular Regression,C-AR - Supplier Document Detail Page,2
C39616, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39617, No, Regular Regression,C-AR - Supplier Document Detail Page,2
C39618, No, Regular Regression,C-AR - Supplier Document Detail Page,2
C39619, No, Regular Regression,C-AR - Supplier Document Detail Page,2
C39620, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39621, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39622, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39623, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39624, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C39625, Yes, Regular Regression,C-AR - Supplier Document Detail Page,2
C36065, Yes, Regular Regression,Options dropdown,4
C36066, Yes, Regular Regression,Options dropdown,4
C36067, Yes, Regular Regression,Options dropdown,4
C39667, Yes, Regular Regression,C-AR - Supplier Document Listing Page,2
C39668, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39669, Yes, Regular Regression,C-AR - Supplier Document Listing Page,2
C39670, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39671, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39672, Yes, Regular Regression,C-AR - Supplier Document Listing Page,2
C39673, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39674, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39675, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39676, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39677, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39678, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39679, Yes, Regular Regression,C-AR - Supplier Document Listing Page,2
C39680, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39681, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C39682, No, Regular Regression,C-AR - Supplier Document Listing Page,2
C33822, No, Regular Regression,Share With Dropdown,4
C33823, No, Regular Regression,Share With Dropdown,4
C33824, No, Regular Regression,Share With Dropdown,4
C33825, Yes, Regular Regression,Search input field,3
C33826, No, Regular Regression,Search input field,3
C33827, No, Regular Regression,Search input field,3
C33832, Yes, Regular Regression,Upload Button,3
C33833, Yes, Regular Regression,Upload Button,3
C33834, Yes, Regular Regression,Upload Button,3
C36064, Yes, Regular Regression,Upload Button,3
C36356, No, Regular Regression,C-AR - Supplier Request Page,2
C39723, No, Regular Regression,C-AR - Supplier Request Page,2
C39724, No, Regular Regression,C-AR - Supplier Request Page,2
C39725, No, Regular Regression,C-AR - Supplier Request Page,2
C39726, No, Regular Regression,C-AR - Supplier Request Page,2
C39727, No, Regular Regression,C-AR - Supplier Request Page,2
C39728, No, Regular Regression,C-AR - Supplier Request Page,2
C39729, No, Regular Regression,C-AR - Supplier Request Page,2
C39730, No, Regular Regression,C-AR - Supplier Request Page,2
C39731, Yes, Regular Regression,C-AR - Supplier Request Page,2
C39732, No, Regular Regression,C-AR - Supplier Request Page,2
C36084, No, Regular Regression,Filters,3
C36085, No, Regular Regression,Filters,3
C36086, No, Regular Regression,Filters,3
C36087, No, Regular Regression,Filters,3
C36090, No, Regular Regression,Date fields,3
C36091, No, Regular Regression,Date fields,3
C36088, No, Regular Regression,Buttons,3
C36089, No, Regular Regression,Buttons,3
C39381, No, Regular Regression,C-AR - Supplier Activities Page,2
C39382, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C39383, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C39384, No, Regular Regression,C-AR - Supplier Activities Page,2
C39385, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C39386, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C39387, No, Regular Regression,C-AR - Supplier Activities Page,2
C39388, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C39389, No, Regular Regression,C-AR - Supplier Activities Page,2
C39390, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C39391, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C39593, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C39594, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C39595, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C39596, Yes, Regular Regression,C-AR - Supplier Activities Page,2
C33857, Yes, Regular Regression,SearchBox,3
C33858, No, Regular Regression,SearchBox,3
C33859, Yes, Regular Regression,SearchBox,3
C33860, Yes, Regular Regression,SearchBox,3
C39744, Yes, Regular Regression,C-AR - Supplier User Page,2
C39745, Yes, Regular Regression,C-AR - Supplier User Page,2
C39746, Yes, Regular Regression,C-AR - Supplier User Page,2
C39747, Yes, Regular Regression,C-AR - Supplier User Page,2
C39748, Yes, Regular Regression,C-AR - Supplier User Page,2
C39749, Yes, Regular Regression,C-AR - Supplier User Page,2
C39750, No, Regular Regression,C-AR - Supplier User Page,2
C39751, No, Regular Regression,C-AR - Supplier User Page,2
C39752, No, Regular Regression,C-AR - Supplier User Page,2
C39753, No, Regular Regression,C-AR - Supplier User Page,2
C39754, Yes, Regular Regression,C-AR - Supplier User Page,2
C39755, Yes, Regular Regression,C-AR - Supplier User Page,2
C39756, Yes, Regular Regression,C-AR - Supplier User Page,2
C39662, Yes, Regular Regression,C-AR- Supplier Dashboard Page,2
C39663, Yes, Regular Regression,C-AR- Supplier Dashboard Page,2
C39664, Yes, Regular Regression,C-AR- Supplier Dashboard Page,2
C39665, Yes, Regular Regression,C-AR- Supplier Dashboard Page,2
C39666, Yes, Regular Regression,C-AR- Supplier Dashboard Page,2
C33864, No, Regular Regression,Division Dropdown,4
C33865, No, Regular Regression,Division Dropdown,4
C33866, No, Regular Regression,Division Dropdown,4
C33867, No, Regular Regression,Customer Dropdown,4
C33868, No, Regular Regression,Customer Dropdown,4
C33869, No, Regular Regression,Customer Dropdown,4
C33870, No, Regular Regression,Customer Dropdown,4
C33874, No, Regular Regression,Currency Dropdown,4
C33875, No, Regular Regression,Currency Dropdown,4
C33876, No, Regular Regression,Currency Dropdown,4
C34706, No, Regular Regression,DSO,3
C34707, Yes, Regular Regression,DSO,3
C34708, No, Regular Regression,ADP,3
C34709, Yes, Regular Regression,ADP,3
C34685, Yes, Regular Regression,Links,3
C34686, Yes, Regular Regression,Links,3
C34687, Yes, Regular Regression,Links,3
C34688, Yes, Regular Regression,Links,3
C34689, Yes, Regular Regression,Links,3
C34690, Yes, Regular Regression,Links,3
C34691, Yes, Regular Regression,Links,3
C34692, No, Regular Regression,Links,3
C34693, No, Regular Regression,Links,3
C34694, No, Regular Regression,Links,3
C34695, No, Regular Regression,Links,3
C34696, No, Regular Regression,Links,3
C34722, Yes, Regular Regression,Links,3
C34725, Yes, Regular Regression,Links,3
C34723, Yes, Regular Regression,Links,3
C34726, Yes, Regular Regression,Links,3
C34724, Yes, Regular Regression,Links,3
C34727, Yes, Regular Regression,Links,3
C34728, Yes, Regular Regression,Links,3
C34729, Yes, Regular Regression,Links,3
C34730, Yes, Regular Regression,Links,3
C34731, Yes, Regular Regression,Links,3
C34732, Yes, Regular Regression,Links,3
C34733, Yes, Regular Regression,Links,3
C34734, Yes, Regular Regression,Links,3
C34735, Yes, Regular Regression,Links,3
C34720, No, Regular Regression,Top overdue customers,4
C34721, Yes, Regular Regression,Top overdue customers,4
C34679, No, Regular Regression,customer name,5
C34680, Yes, Regular Regression,customer name,5
C34681, No, Regular Regression,customer name,5
C34699, No, Regular Regression,customer name,5
C34703, No, Regular Regression,customer name,5
C34700, No, Regular Regression,customer name,5
C34701, No, Regular Regression,customer name,5
C34702, No, Regular Regression,customer name,5
C34682, Yes, Regular Regression,customer name,5
C34683, Yes, Regular Regression,customer name,5
C34684, Yes, Regular Regression,customer name,5
C34710, Yes, Regular Regression,customer overdue amount,5
C34711, Yes, Regular Regression,customer overdue amount,5
C34712, Yes, Regular Regression,customer 1-30 aging overdue,5
C34713, Yes, Regular Regression,customer 1-30 aging overdue,5
C34714, Yes, Regular Regression,customer  31-60 aging overdue,5
C34715, Yes, Regular Regression,customer  31-60 aging overdue,5
C34716, Yes, Regular Regression,customer 61-90 aging overdue,5
C34717, Yes, Regular Regression,customer 61-90 aging overdue,5
C34718, Yes, Regular Regression,customer 91+ aging overdue,5
C34719, Yes, Regular Regression,customer 91+ aging overdue,5
C33877, No, Regular Regression,Division Dropdown,4
C33878, No, Regular Regression,Division Dropdown,4
C33879, No, Regular Regression,Division Dropdown,4
C33880, Yes, Regular Regression,Customer Dropdown,4
C33881, Yes, Regular Regression,Customer Dropdown,4
C33882, Yes, Regular Regression,Customer Dropdown,4
C33883, No, Regular Regression,Customer Dropdown,4
C33887, No, Regular Regression,Currency Dropdown,4
C33891, Yes, Regular Regression,SearchBox,3
C33892, Yes, Regular Regression,SearchBox,3
C35412, No, Regular Regression,SearchBox,3
C35413, Yes, Regular Regression,SearchBox,3
C35440, Yes, Regular Regression,Tags,3
C35441, Yes, Regular Regression,Tags,3
C35442, Yes, Regular Regression,Tags,3
C35443, Yes, Regular Regression,Tags,3
C35444, Yes, Regular Regression,Tags,3
C35445, No, Regular Regression,Tags,3
C35446, No, Regular Regression,Tags,3
C35447, Yes, Regular Regression,Tags,3
C35448, No, Regular Regression,Tags,3
C35449, No, Regular Regression,Tags,3
C35450, No, Regular Regression,Aging,4
C35451, No, Regular Regression,Aging,4
C35452, No, Regular Regression,Aging,4
C35453, No, Regular Regression,Aging,4
C35454, No, Regular Regression,Aging,4
C35455, No, Regular Regression,Aging,4
C35456, No, Regular Regression,Aging,4
C35457, No, Regular Regression,Aging,4
C35458, No, Regular Regression,Aging,4
C35459, No, Regular Regression,Status,4
C35460, No, Regular Regression,Status,4
C35461, No, Regular Regression,Status,4
C35462, No, Regular Regression,Status,4
C35463, No, Regular Regression,Status,4
C35464, No, Regular Regression,Status,4
C35465, No, Regular Regression,Status,4
C35467, No, Regular Regression,Additional states,6
C35468, No, Regular Regression,Additional states,6
C35469, No, Regular Regression,Additional states,6
C35470, No, Regular Regression,Additional states,6
C35471, No, Regular Regression,Additional states,6
C35472, No, Regular Regression,Additional states,6
C35474, No, Regular Regression,Consolidate customers,4
C35475, No, Regular Regression,Consolidate customers,4
C35476, No, Regular Regression,For followup only,4
C35477, No, Regular Regression,For followup only,4
C35478, No, Regular Regression,Include all users in email search,4
C35479, Yes, Regular Regression,Include all users in email search,4
C35480, No, Regular Regression,Next contact date Calendar,3
C35481, No, Regular Regression,Next contact date Calendar,3
C35482, No, Regular Regression,Next contact date Calendar,3
C35509, No, Regular Regression,Send invitation,5
C35510, Yes, Regular Regression,Send invitation,5
C35511, No, Regular Regression,Send invitation,5
C35512, No, Regular Regression,Send invitation,5
C35513, No, Regular Regression,Send statements,5
C35514, Yes, Regular Regression,Send statements,5
C35515, No, Regular Regression,Send overdue balance reminders,5
C35516, Yes, Regular Regression,Send overdue balance reminders,5
C41324, Yes, Regular Regression,Send message from template - marketing message,5
C41325, Yes, Regular Regression,Send message from template - marketing message,5
C41326, No, Regular Regression,Send message from template - marketing message,5
C41327, No, Regular Regression,Send message from template - marketing message,5
C41328, Yes, Regular Regression,Send message from template - marketing message,5
C41329, No, Regular Regression,Send message from template - marketing message,5
C41330, Yes, Regular Regression,Send message from template - marketing message,5
C41331, Yes, Regular Regression,Send message from template - marketing message,5
C41332, Yes, Regular Regression,Send message from template - marketing message,5
C41333, Yes, Regular Regression,Send message from template - marketing message,5
C41334, Yes, Regular Regression,Send message from template - marketing message,5
C41335, Yes, Regular Regression,Send message from template - marketing message,5
C41336, Yes, Regular Regression,Send message from template - marketing message,5
C41337, Yes, Regular Regression,Send message from template - marketing message,5
C41338, No, Regular Regression,Send message from template - marketing message,5
C41339, No, Regular Regression,Send message from template - marketing message,5
